"ジエチルエーテルの主な毒性は何ですか？","強い","中程度","弱い","毒性はない","情報が不足している","5"
"ジエチルエーテルの発火点はどの温度ですか？","-45℃","0℃","25℃","160℃","250℃","4"
"第4類危険物の特殊引火物の一つであるジエチルエーテルは、どのような臭いがしますか？","甘い","酸っぱい","特有の","なし","焦げた","3"
"ジエチルエーテルは以下のうちどの溶剤によく溶けますか？","水","塩酸","アルコール","硫酸","塩化ナトリウム溶液","3"
"ジエチルエーテルの取り扱いにおいて最も注意すべき性質は何ですか？","比重","引火点","水溶性","毒性","色","2"

"アセトアルデヒドの比重はいくつですか？","0.6","0.7","0.8","0.9","1.0","3"
"アセトアルデヒドの引火点はどの温度ですか？","-50℃","-39℃","-20℃","0℃","25℃","2"
"アセトアルデヒドの発火点はどの温度ですか？","100℃","150℃","175℃","200℃","225℃","3"
"アセトアルデヒドの燃焼範囲はどれですか？","2.0〜50％","3.0〜55％","4.0〜60％","5.0〜65％","6.0〜70％","3"
"アセトアルデヒドの蒸気比重はいくつですか？","1.0","1.2","1.5","1.8","2.0","3"
"アセトアルデヒドは水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"アセトアルデヒドの主な毒性は何ですか？","強い","中程度","弱い","毒性はない","情報が不足している","2"
"アセトアルデヒドは以下のうちどの溶剤によく溶けますか？","エーテル","塩酸","アルコール","硫酸","塩化ナトリウム溶液","3"
"アセトアルデヒドの沸点はどの温度ですか？","15℃","21℃","30℃","45℃","60℃","2"
"アセトアルデヒドを取り扱う際に最も注意すべき性質は何ですか？","比重","引火点","燃焼範囲","毒性","沸点","3"

"酸化プロピレンの比重はいくつですか？","0.75","0.83","0.90","1.0","1.1","2"
"酸化プロピレンの引火点はどの温度ですか？","-50℃","-37℃","0℃","20℃","100℃","2"
"酸化プロピレンの発火点はどの温度ですか？","200℃","300℃","465℃","500℃","600℃","3"
"酸化プロピレンの燃焼範囲はどれですか？","1.0〜25％","2.0〜30％","2.8〜37％","3.0〜40％","4.0〜50％","3"
"酸化プロピレンの蒸気比重はいくつですか？","1.0","1.5","2.0","2.5","3.0","3"
"酸化プロピレンは水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"酸化プロピレンの毒性について正しい記述はどれですか？","無毒","少量なら安全","吸入すると有害","食品添加物として安全","動植物に有益","3"
"酸化プロピレンは以下のうちどの溶剤によく溶けますか？","水","塩酸","エーテル","硫酸","塩化ナトリウム溶液","3"
"酸化プロピレンの取り扱いにおいて最も注意すべき性質は何ですか？","引火点","発火点","吸入すると有害","凍傷の症状がでる","無色透明であること","4"
"特殊引火物である酸化プロピレンの性質として正しくないものはどれですか？","無色透明の液体である","水やエーテルに溶けやすい","発火点が低い","吸入すると有害","皮膚に付着すると凍傷の症状がでる","3"

"二硫化炭素の比重はいくつですか？","1.1","1.2","1.3","1.4","1.5","3"
"二硫化炭素の引火点はどの温度ですか？","-40℃","-30℃","0℃","20℃","100℃","2"
"二硫化炭素の発火点はどの温度ですか？","50℃","70℃","90℃","110℃","130℃","3"
"二硫化炭素の燃焼範囲はどれですか？","0.5〜25％","0.7〜35％","1.0〜45％","1.3〜50％","1.5〜55％","4"
"二硫化炭素の蒸気比重はいくつですか？","2.0","2.2","2.4","2.6","2.8","4"
"二硫化炭素は水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","1"
"二硫化炭素の毒性について正しい記述はどれですか？","無毒","少量なら安全","吸入すると有害","食品添加物として安全","動植物に有益","3"
"二硫化炭素は以下のうちどの溶剤によく溶けますか？","水","塩酸","エーテル","硫酸","塩化ナトリウム溶液","3"
"二硫化炭素の取り扱いにおいて最も注意すべき性質は何ですか？","引火点が低い","発火点が低い","毒性がある","無色透明であること","特有の臭いがあること","3"
"特殊引火物である二硫化炭素の性質として正しくないものはどれですか？","無色透明の液体である","水に溶けやすい","発火点が低い","揮発性で蒸気は有毒","アルコールに溶ける","2"

"ガソリンの比重の範囲はどれですか？","0.5〜0.7","0.65〜0.8","0.75〜0.9","0.8〜1.0","0.85〜1.05","2"
"ガソリンの引火点はどの温度ですか？","-50℃","-40℃","-30℃","-20℃","-10℃","2"
"ガソリンの発火点はどの温度ですか？","250℃","275℃","300℃","325℃","350℃","3"
"ガソリンの燃焼範囲はどれですか？","0.5〜5.0％","1.0〜6.0％","1.4〜7.6％","2.0〜8.0％","2.5〜10.0％","3"
"ガソリンの蒸気比重の範囲はどれですか？","2〜3","3〜4","4〜5","5〜6","6〜7","2"
"ガソリンは水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","1"
"ガソリンの特徴として正しいものはどれですか？","無色かつ無臭の液体","水によく溶ける","引火しにくい","静電気が発生しやすい","食品添加物として使用される","4"
"自動車ガソリンが通常着色される色は何色ですか？","黄色","緑色","青色","赤色","オレンジ色","5"
"ガソリンの取り扱いにおいて最も注意すべき性質は何ですか？","引火点が高い","燃焼範囲が狭い","毒性がある","極めて引火しやすい","特有の臭いがあること","4"
"第４類（乙４）危険物であるガソリンの性質として正しくないものはどれですか？","無色の液体である","水に溶けやすい","引火しやすい","静電気を帯びやすい","オレンジ色に着色される","2"

"ベンゼンの比重はいくつですか？","0.84","0.86","0.88","0.90","0.92","3"
"ベンゼンの引火点はどの温度ですか？","-15℃","-12℃","-11℃","-9℃","-7℃","3"
"ベンゼンの発火点はどの温度ですか？","450℃","475℃","498℃","520℃","540℃","3"
"ベンゼンの燃焼範囲はどれですか？","1.0〜6.0％","1.2〜7.0％","1.3〜7.1％","1.5〜7.5％","1.8〜8.0％","3"
"ベンゼンの蒸気比重はいくつですか？","2.5","2.6","2.7","2.8","2.9","3"
"ベンゼンは水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","1"
"ベンゼンの特徴として正しいものはどれですか？","無色かつ無臭の液体","水によく溶ける","毒性がない","毒性が強い","揮発性がない","4"
"ベンゼンは以下の溶剤にどの程度溶けますか？","水にのみ溶ける","アルコールによく溶ける","アルコールに溶けない","水とアルコールの両方に溶けない","油にのみ溶ける","2"
"ベンゼンの取り扱いにおいて最も注意すべき性質は何ですか？","引火点が高い","燃焼範囲が狭い","毒性がある","極めて引火しにくい","特有の臭いがあること","3"
"ベンゼンに関する誤った記述はどれですか？","無色の液体である","水に溶けやすい","引火しやすい","毒性が強い","アルコールによく溶ける","2"

"トルエンの比重はいくつですか？","0.85","0.86","0.87","0.88","0.89","3"
"トルエンの引火点はどの温度ですか？","2℃","3℃","4℃","5℃","6℃","3"
"トルエンの発火点はどの温度ですか？","450℃","465℃","480℃","495℃","510℃","3"
"トルエンの燃焼範囲はどれですか？","1.0〜6.0％","1.1〜6.5％","1.2〜7.1％","1.3〜7.5％","1.4〜8.0％","3"
"トルエンの蒸気比重はいくつですか？","3.0","3.05","3.10","3.14","3.20","4"
"トルエンは水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","1"
"トルエンの特徴として正しいものはどれですか？","無色かつ無臭の液体","水によく溶ける","芳香がある","毒性がない","揮発性がない","3"
"トルエンは以下の溶剤にどの程度溶けますか？","水にのみ溶ける","アルコールによく溶ける","アルコールに溶けない","水とアルコールの両方に溶けない","油にのみ溶ける","2"
"トルエンの取り扱いにおいて最も注意すべき性質は何ですか？","引火点が高い","燃焼範囲が狭い","毒性がある","極めて引火しにくい","静電気を発生しやすい","5"
"トルエンに関する誤った記述はどれですか？","無色の液体である","水に溶けやすい","引火しやすい","芳香がある","アルコールによく溶ける","2"

"酢酸エチルの比重はいくつですか？","0.88","0.89","0.9","0.91","0.92","3"
"酢酸エチルの引火点はどの温度ですか？","-6℃","-5℃","-4℃","-3℃","-2℃","3"
"酢酸エチルの発火点はどの温度ですか？","400℃","413℃","426℃","439℃","452℃","3"
"酢酸エチルの燃焼範囲はどれですか？","1.8〜10.0％","1.9〜10.5％","2.0〜11.5％","2.1〜12.0％","2.2〜12.5％","3"
"酢酸エチルの蒸気比重はいくつですか？","2.8","2.9","3.0","3.1","3.2","3"
"酢酸エチルは水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","2"
"酢酸エチルの特徴として正しいものはどれですか？","無色で無臭の液体","水によく溶ける","特有の芳香がある","毒性がある","無色で臭いがする固体","3"
"酢酸エチルの安全に関して注意すべき点は何ですか？","高い発火点","低い引火点","燃焼範囲が狭い","毒性が強い","水に溶けやすい","2"
"酢酸エチルに関する誤った記述はどれですか？","無色透明の液体である","特有の芳香がある","引火点が-4℃である","水に溶けやすい","燃焼範囲が2.0〜11.5％である","4"

"メチルエチルケトンの比重はいくつですか？","0.79","0.8","0.81","0.82","0.83","2"
"メチルエチルケトンの引火点はどの温度ですか？","-10℃","-9℃","-8℃","-7℃","-6℃","2"
"メチルエチルケトンの発火点はどの温度ですか？","400℃","402℃","404℃","406℃","408℃","3"
"メチルエチルケトンの燃焼範囲はどれですか？","1.5〜11.0％","1.6〜11.2％","1.7〜11.4％","1.8〜11.6％","1.9〜11.8％","3"
"メチルエチルケトンの蒸気比重はいくつですか？","2.4","2.5","2.6","2.7","2.8","2"
"メチルエチルケトンは水にどの程度溶けますか？","全く溶けない","少量溶ける","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","2"
"メチルエチルケトンの特徴として正しいものはどれですか？","無色で無臭の液体","水に溶けやすい","特有の臭いがある","毒性がある","色があり臭いがする固体","3"
"メチルエチルケトンの安全に関して注意すべき点は何ですか？","高い発火点","低い引火点","燃焼範囲が狭い","毒性が強い","水に溶けやすい","2"
"メチルエチルケトンに関する誤った記述はどれですか？","無色透明の液体である","特有の臭いがある","引火点が-9℃である","水に溶けやすい","燃焼範囲が1.7〜11.4％である","4"

"アセトンの比重はいくつですか？","0.79","0.8","0.81","0.82","0.83","2"
"アセトンの引火点はどの温度ですか？","-21℃","-20℃","-19℃","-18℃","-17℃","2"
"アセトンの発火点はどの温度ですか？","460℃","462℃","465℃","468℃","470℃","3"
"アセトンの燃焼範囲はどれですか？","2.0〜12.5％","2.05〜12.75％","2.15〜13％","2.25〜13.25％","2.35〜13.5％","3"
"アセトンの蒸気比重はいくつですか？","1.9","2.0","2.1","2.2","2.3","2"
"アセトンの水溶性に関する記述はどれですか？","水に溶けない","少量しか溶けない","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"アセトンの特徴として正しいものはどれですか？","無色で無臭の液体","水に溶けにくい","特有の臭いがある","毒性がある","色があり臭いがする固体","3"
"アセトンの取り扱いに関して注意すべき点は何ですか？","高い発火点","低い引火点","燃焼範囲が狭い","毒性が強い","水に溶けやすい","2"
"アセトンに関する誤った記述はどれですか？","無色透明の液体である","特有の臭いがある","引火点が-20℃である","水に溶けにくい","燃焼範囲が2.15〜13％である","4"

"ピリジンの比重はいくつですか？","0.97","0.98","0.99","1.0","1.01","2"
"ピリジンの引火点はどの温度ですか？","19℃","20℃","21℃","22℃","23℃","2"
"ピリジンの発火点はどの温度ですか？","480℃","481℃","482℃","483℃","484℃","3"
"ピリジンの燃焼範囲はどれですか？","1.7〜12.3％","1.75〜12.35％","1.8〜12.4％","1.85〜12.45％","1.9〜12.5％","3"
"ピリジンの蒸気比重はいくつですか？","2.70","2.72","2.73","2.74","2.75","3"
"ピリジンの水溶性に関する記述はどれですか？","水に溶けない","少量しか溶けない","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"ピリジンの特徴として正しいものはどれですか？","色があり無臭の液体","水に溶けやすい","特有の芳香がない","毒性がない","高い引火点を持つ","2"
"ピリジンの取り扱いに関して注意すべき点は何ですか？","低い毒性","水に溶けにくい","燃焼範囲が広い","溶解力が小さい","低い引火点","5"
"ピリジンに関する誤った記述はどれですか？","無色透明の液体である","特有の芳香がある","引火点が20℃である","水に溶けやすい","燃焼範囲が1.7〜12.3％である","5"

"メチルアルコールの比重はいくつですか？","0.79","0.80","0.81","0.82","0.83","2"
"メチルアルコールの引火点はどの温度ですか？","10℃","11℃","12℃","13℃","14℃","2"
"メチルアルコールの発火点はどの温度ですか？","383℃","384℃","385℃","386℃","387℃","3"
"メチルアルコールの燃焼範囲はどれですか？","5.9〜35.9％","6.0〜36.0％","6.1〜36.1％","6.2〜36.2％","6.3〜36.3％","2"
"メチルアルコールの蒸気比重はいくつですか？","1.10","1.11","1.12","1.13","1.14","2"
"メチルアルコールは水に溶けますか？","溶けない","少量しか溶けない","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"メチルアルコールの特徴として正しいものはどれですか？","色があり無臭の液体","水に溶けやすい","特有の芳香がない","毒性がない","高い引火点を持つ","2"
"メチルアルコールの取り扱いに関して注意すべき点は何ですか？","低い毒性","水に溶けにくい","燃焼範囲が狭い","溶解力が小さい","高い毒性","5"
"メチルアルコールに関する誤った記述はどれですか？","無色透明の液体である","特有の芳香がある","引火点が11℃である","水によく溶ける","燃焼範囲が5.9〜35.9％である","5"

"エチルアルコールの比重はいくつですか？","0.78","0.79","0.80","0.81","0.82","2"
"エチルアルコールの引火点はどの温度ですか？","12℃","13℃","14℃","15℃","16℃","2"
"エチルアルコールの発火点はどの温度ですか？","361℃","362℃","363℃","364℃","365℃","3"
"エチルアルコールの燃焼範囲はどれですか？","3.2〜18.9％","3.3〜19.0％","3.4〜19.1％","3.5〜19.2％","3.6〜19.3％","2"
"エチルアルコールの蒸気比重はいくつですか？","1.5","1.6","1.7","1.8","1.9","2"
"エチルアルコールは水に溶けますか？","溶けない","少量しか溶けない","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"エチルアルコールの特徴として正しいものはどれですか？","色があり無臭の液体","水に溶けにくい","特有の芳香がない","麻酔性がある","高い引火点を持つ","4"
"エチルアルコールの取り扱いに関して注意すべき点は何ですか？","低い毒性","水に溶けにくい","燃焼範囲が狭い","溶解力が小さい","揮発性がある","5"
"エチルアルコールに関する誤った記述はどれですか？","無色透明の液体である","特有の芳香がある","引火点が13℃である","水によく溶ける","毒性がある","5"

"n-プロピルアルコールの比重はいくつですか？","0.79","0.80","0.81","0.82","0.83","2"
"n-プロピルアルコールの引火点はどの温度ですか？","22℃","23℃","24℃","25℃","26℃","2"
"n-プロピルアルコールの発火点はどの温度ですか？","410℃","411℃","412℃","413℃","414℃","3"
"n-プロピルアルコールの燃焼範囲はどれですか？","2.0〜13.6％","2.1〜13.7％","2.2〜13.8％","2.3〜13.9％","2.4〜14.0％","2"
"n-プロピルアルコールの蒸気比重はいくつですか？","2.0","2.1","2.2","2.3","2.4","2"
"n-プロピルアルコールは水に溶けますか？","溶けない","少量しか溶けない","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"n-プロピルアルコールの特徴として正しいものはどれですか？","色があり無臭の液体","水に溶けにくい","特有の芳香がない","ジエチルエーテルによく溶ける","非常に高い引火点を持つ","4"
"n-プロピルアルコールの取り扱いに関して注意すべき点は何ですか？","高い毒性","水に溶けにくい","燃焼範囲が狭い","溶解力が小さい","揮発性がある","5"
"n-プロピルアルコールに関する誤った記述はどれですか？","無色透明の液体である","特有の芳香がある","引火点が23℃である","水によく溶ける","毒性がある","5"

"イソプロピルアルコールの比重はいくつですか？","0.78","0.79","0.80","0.81","0.82","3"
"イソプロピルアルコールの引火点はどの温度ですか？","11℃","12℃","13℃","14℃","15℃","2"
"イソプロピルアルコールの発火点はどの温度ですか？","397℃","398℃","399℃","400℃","401℃","3"
"イソプロピルアルコールの燃焼範囲はどれですか？","1.9〜12.6％","2.0〜12.7％","2.1〜12.8％","2.2〜12.9％","2.3〜13.0％","2"
"イソプロピルアルコールの蒸気比重はいくつですか？","2.0","2.1","2.2","2.3","2.4","2"
"イソプロピルアルコールは水に溶けますか？","溶けない","少量しか溶けない","よく溶ける","油にのみ溶ける","アルコールにのみ溶ける","3"
"イソプロピルアルコールの特徴として正しいものはどれですか？","色があり無臭の液体","水に溶けにくい","特有の芳香がない","ジエチルエーテルによく溶ける","非常に高い引火点を持つ","4"
"イソプロピルアルコールの取り扱いに関して注意すべき点は何ですか？","高い毒性","水に溶けにくい","燃焼範囲が狭い","溶解力が小さい","揮発性がある","5"
"イソプロピルアルコールに関する誤った記述はどれですか？","無色透明の液体である","特有の芳香がある","引火点が12℃である","水によく溶ける","毒性がある","5"

"灯油の比重の範囲はどれですか？","0.78〜0.84","0.79〜0.85","0.80〜0.86","0.81〜0.87","0.82〜0.88","2"
"灯油の引火点の範囲はどれですか？","39〜59℃","40〜60℃","41〜61℃","42〜62℃","43〜63℃","2"
"灯油の発火点はどの温度ですか？","254℃","255℃","256℃","257℃","258℃","2"
"灯油の燃焼範囲はどれですか？","1.0〜5.9％","1.1〜6.0％","1.2〜6.1％","1.3〜6.2％","1.4〜6.3％","2"
"灯油の蒸気比重はいくつですか？","4.4","4.5","4.6","4.7","4.8","2"
"灯油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"灯油の使用に関する正しい記述はどれですか？","飲料水の処理に使用される","自動車の燃料として使われる","石油ストーブの燃料として使用される","食品の添加物として使用される","医薬品の成分として使用される","3"
"灯油を取り扱う際に注意すべき点はどれですか？","無臭であるため気づきにくい","水によく溶けるため拡散しやすい","特有の臭いがあり揮発性が高い","静電気によって引火する危険性がある","密閉された容器では腐食を起こしやすい","4"
"灯油に関する誤った記述はどれですか？","水に溶ける","石油ストーブの燃料として使用される","特有の臭いがある","蒸気比重が4.5","布に染み込むと引火しやすくなる","1"

"軽油の比重の範囲はどれですか？","0.82〜0.89","0.83〜0.90","0.84〜0.91","0.85〜0.92","0.86〜0.93","2"
"軽油の引火点の範囲はどれですか？","44〜69℃","45〜70℃","46〜71℃","47〜72℃","48〜73℃","2"
"軽油の発火点はどの温度ですか？","249℃","250℃","251℃","252℃","253℃","2"
"軽油の燃焼範囲はどれですか？","0.9〜5.9％","1.0〜6.0％","1.1〜6.1％","1.2〜6.2％","1.3〜6.3％","2"
"軽油の蒸気比重はいくつですか？","4.4","4.5","4.6","4.7","4.8","2"
"軽油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"軽油の使用に関する正しい記述はどれですか？","自動車のガソリンとして使われる","ディーゼルエンジン車の燃料として使用される","石油ストーブの燃料として使用される","医薬品の成分として使用される","食品の添加物として使用される","2"
"軽油を取り扱う際に注意すべき点はどれですか？","引火点が非常に高い","燃焼範囲の下限値が小さい","水によく溶けるため拡散しやすい","蒸気比重が小さいため、空気より軽くて上昇しやすい","非常に毒性が強い","2"
"軽油に関する誤った記述はどれですか？","ディーゼルエンジン車の燃料として使用される","燃焼範囲の下限値が大きい","水に溶けない","蒸気比重が4.5","特有の臭いがない","5"

"クロロベンゼンの比重はいくつですか？","1.10","1.11","1.12","1.13","1.14","2"
"クロロベンゼンの引火点はどの温度ですか？","29.3℃","29.4℃","29.5℃","29.6℃","29.7℃","2"
"クロロベンゼンの発火点はどの温度ですか？","592℃","593℃","594℃","595℃","596℃","2"
"クロロベンゼンの燃焼範囲はどれですか？","1.2〜9.5％","1.3〜9.6％","1.4〜9.7％","1.5〜9.8％","1.6〜9.9％","2"
"クロロベンゼンの蒸気比重はいくつですか？","3.87","3.88","3.89","3.90","3.91","2"
"クロロベンゼンは水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
"クロロベンゼンの使用に関する正しい記述はどれですか？","染料や医薬品の原料として使われる","飲料水の消毒剤として使用される","食品の保存料として使用される","石油ストーブの燃料として使用される","冷却媒体として使用される","1"
"クロロベンゼンを取り扱う際に注意すべき点はどれですか？","比重が1より小さいため水面に浮く","特有の臭いがないため漏れに気づきにくい","水に溶けないため水での洗い流しは困難","燃焼範囲の下限値が高いため燃えにくい","毒性がある","3"
"クロロベンゼンに関する誤った記述はどれですか？","無色透明の液体である","特有の臭いがある","水に溶けやすい","比重が1.11","燃焼範囲の下限値が低い","3"

"テレビン油の比重はいくつですか？","0.85","0.86","0.87","0.88","0.89","2"
"テレビン油の引火点はどの温度ですか？","34℃","35℃","36℃","37℃","38℃","2"
"テレビン油の発火点はどの温度ですか？","239℃","240℃","241℃","242℃","243℃","2"
"テレビン油の燃焼範囲の下限値はどれですか？","0.7％","0.8％","0.9％","1.0％","1.1％","2"
"テレビン油の蒸気比重はいくつですか？","4.6","4.7","4.8","4.9","5.0","2"
"テレビン油は水に溶けますか？","溶ける","少量しか溶けない","よく溶ける","溶けない","特別な条件下でのみ溶ける","4"
